match_id,date,timestamp,season,round,venue,city,referee,status,status_short,league,country,home_team,away_team,home_team_id,away_team_id,home_score,away_score,home_goals_halftime,away_goals_halftime,home_goals_fulltime,away_goals_fulltime,match_finished
901285,2015-10-16 00:00:00+00:00,1444950000,2015,Regular Season - 11,Estádio de Famalicao,Portugal,Manuel Mota,Match Finished,FT,Primeira Liga,Portugal,Famalicao,Benfica,3451,3056,0,0,0,0,0,0,True
901288,2015-10-17 00:00:00+00:00,1445036400,2015,Regular Season - 12,Estádio António Coimbra da Mota,Estoril,Hélder Malheiro,Match Finished,FT,Primeira Liga,Portugal,Estoril,AVS,1527,5289,1,0,1,0,1,0,True
901292,2015-10-17 00:00:00+00:00,1445036400,2015,Regular Season - 12,Estádio Municipal Eng. Manuel Branco Teixeira,Chaves,João Pedro Pinheiro,Match Finished,FT,Primeira Liga,Portugal,Chaves,Benfica,9926,3056,0,1,0,0,0,1,True
901295,2015-10-20 00:00:00+00:00,1445295600,2015,Regular Season - 12,Estádio de Estrela,Portugal,Rui Costa,Match Finished,FT,Primeira Liga,Portugal,Estrela,Guimaraes,4243,4698,0,1,0,0,0,1,True
901290,2015-10-21 00:00:00+00:00,1445382000,2015,Regular Season - 12,Estádio do Bessa Século XXI,Porto,João Pedro Pinheiro,Match Finished,FT,Primeira Liga,Portugal,Boavista,FC Porto,7048,5942,0,1,0,1,0,1,True
901294,2015-10-21 00:00:00+00:00,1445382000,2015,Regular Season - 12,Estádio Nacional,Jamor,Cláudio Pereira,Match Finished,FT,Primeira Liga,Portugal,Casa Pia,Farense,5124,4508,0,1,0,0,0,1,True
901291,2015-10-22 00:00:00+00:00,1445468400,2015,Regular Season - 12,Estádio de Maritimo,Portugal,Tiago Martins,Match Finished,FT,Primeira Liga,Portugal,Maritimo,Nacional,6183,5408,0,0,0,0,0,0,True
901293,2015-10-22 00:00:00+00:00,1445468400,2015,Regular Season - 12,Estádio Cidade de Barcelos,Barcelos,João Pedro Pinheiro,Match Finished,FT,Primeira Liga,Portugal,GIL Vicente,Arouca,3339,8411,0,0,0,0,0,0,True
901289,2015-10-23 00:00:00+00:00,1445554800,2015,Regular Season - 12,Estádio de Famalicao,Portugal,André Narciso,Match Finished,FT,Primeira Liga,Portugal,Famalicao,Moreirense,3451,5225,0,0,0,0,0,0,True
901301,2015-10-24 00:00:00+00:00,1445641200,2015,Regular Season - 13,Estádio António Coimbra da Mota,Estoril,Cláudio Pereira,Match Finished,FT,Primeira Liga,Portugal,Estoril,Guimaraes,1527,4698,1,2,0,2,1,2,True
901302,2015-10-25 00:00:00+00:00,1445727600,2015,Regular Season - 13,Estádio de Famalicao,Portugal,Tiago Martins,Match Finished,FT,Primeira Liga,Portugal,Famalicao,GIL Vicente,3451,3339,1,0,0,0,1,0,True
901299,2015-10-25 00:00:00+00:00,1445727600,2015,Regular Season - 13,Estádio de Farense,Portugal,Gustavo Correia,Match Finished,FT,Primeira Liga,Portugal,Farense,AVS,4508,5289,0,0,0,0,0,0,True
901300,2015-10-27 00:00:00+00:00,1445904000,2015,Regular Season - 13,Estádio Municipal de Arouca,Arouca,Nuno Miguel Serrano Almeida,Match Finished,FT,Primeira Liga,Portugal,Arouca,Chaves,8411,9926,0,0,0,0,0,0,True
901296,2015-10-27 00:00:00+00:00,1445904000,2015,Regular Season - 13,Estádio de Maritimo,Portugal,Carlos Macedo,Match Finished,FT,Primeira Liga,Portugal,Maritimo,Casa Pia,6183,5124,1,0,1,0,1,0,True
901298,2015-10-28 00:00:00+00:00,1445990400,2015,Regular Season - 13,Estádio de Nacional,Portugal,João Pedro Pinheiro,Match Finished,FT,Primeira Liga,Portugal,Nacional,Benfica,5408,3056,0,0,0,0,0,0,True
901297,2015-10-29 00:00:00+00:00,1446076800,2015,Regular Season - 13,Estádio do Bessa Século XXI,Porto,Tiago Martins,Match Finished,FT,Primeira Liga,Portugal,Boavista,Estrela,7048,4243,0,0,0,0,0,0,True
901303,2015-10-30 00:00:00+00:00,1446163200,2015,Regular Season - 13,Estádio de Moreirense,Portugal,Fábio Veríssimo,Match Finished,FT,Primeira Liga,Portugal,Moreirense,FC Porto,5225,5942,1,2,1,1,1,2,True
901311,2015-10-31 00:00:00+00:00,1446249600,2015,Regular Season - 14,Estádio do Dragão,Porto,Fábio Veríssimo,Match Finished,FT,Primeira Liga,Portugal,FC Porto,Estrela,5942,4243,1,0,1,0,1,0,True
901306,2015-10-31 00:00:00+00:00,1446249600,2015,Regular Season - 14,Estádio Municipal de Arouca,Arouca,Luis Godinho,Match Finished,FT,Primeira Liga,Portugal,Arouca,Maritimo,8411,6183,0,0,0,0,0,0,True
901309,2015-10-31 00:00:00+00:00,1446249600,2015,Regular Season - 14,Estádio Municipal Eng. Manuel Branco Teixeira,Chaves,João Pedro Pinheiro,Match Finished,FT,Primeira Liga,Portugal,Chaves,Guimaraes,9926,4698,0,3,0,2,0,3,True
901310,2015-10-31 00:00:00+00:00,1446249600,2015,Regular Season - 14,Estádio de Farense,Portugal,João Pedro Pinheiro,Match Finished,FT,Primeira Liga,Portugal,Farense,Famalicao,4508,3451,1,1,1,1,1,1,True
901308,2015-11-03 00:00:00+00:00,1446508800,2015,Regular Season - 14,Estádio Nacional,Jamor,André Narciso,Match Finished,FT,Primeira Liga,Portugal,Casa Pia,Moreirense,5124,5225,0,0,0,0,0,0,True
901305,2015-11-04 00:00:00+00:00,1446595200,2015,Regular Season - 14,Estádio Cidade de Barcelos,Barcelos,Rui Costa,Match Finished,FT,Primeira Liga,Portugal,GIL Vicente,Boavista,3339,7048,0,0,0,0,0,0,True
901304,2015-11-05 00:00:00+00:00,1446681600,2015,Regular Season - 14,Estádio do Sport Lisboa e Benfica,Lisboa,Nuno Miguel Serrano Almeida,Match Finished,FT,Primeira Liga,Portugal,Benfica,Estoril,3056,1527,1,2,0,2,1,2,True
901307,2015-11-06 00:00:00+00:00,1446768000,2015,Regular Season - 14,Estádio de Nacional,Portugal,Hélder Malheiro,Match Finished,FT,Primeira Liga,Portugal,Nacional,AVS,5408,5289,0,0,0,0,0,0,True
901318,2015-11-07 00:00:00+00:00,1446854400,2015,Regular Season - 15,Estádio de Farense,Portugal,Nuno Miguel Serrano Almeida,Match Finished,FT,Primeira Liga,Portugal,Farense,GIL Vicente,4508,3339,1,0,0,0,1,0,True
901313,2015-11-08 00:00:00+00:00,1446940800,2015,Regular Season - 15,Estádio António Coimbra da Mota,Estoril,Tiago Martins,Match Finished,FT,Primeira Liga,Portugal,Estoril,Estrela,1527,4243,1,0,0,0,1,0,True
901314,2015-11-08 00:00:00+00:00,1446940800,2015,Regular Season - 15,Estádio Municipal Eng. Manuel Branco Teixeira,Chaves,Fábio Veríssimo,Match Finished,FT,Primeira Liga,Portugal,Chaves,Guimaraes,9926,4698,1,0,0,0,1,0,True
901316,2015-11-10 00:00:00+00:00,1447113600,2015,Regular Season - 15,Estádio do Bessa Século XXI,Porto,Hélder Malheiro,Match Finished,FT,Primeira Liga,Portugal,Boavista,Moreirense,7048,5225,1,0,0,0,1,0,True
901317,2015-11-11 00:00:00+00:00,1447200000,2015,Regular Season - 15,Estádio do Sport Lisboa e Benfica,Lisboa,Cláudio Pereira,Match Finished,FT,Primeira Liga,Portugal,Benfica,Maritimo,3056,6183,0,0,0,0,0,0,True
901315,2015-11-11 00:00:00+00:00,1447200000,2015,Regular Season - 15,Estádio de Famalicao,Portugal,Tiago Martins,Match Finished,FT,Primeira Liga,Portugal,Famalicao,Casa Pia,3451,5124,0,0,0,0,0,0,True
901319,2015-11-12 00:00:00+00:00,1447286400,2015,Regular Season - 15,Estádio de Nacional,Portugal,Gustavo Correia,Match Finished,FT,Primeira Liga,Portugal,Nacional,AVS,5408,5289,0,0,0,0,0,0,True
901312,2015-11-13 00:00:00+00:00,1447372800,2015,Regular Season - 15,Estádio Municipal de Arouca,Arouca,João Pedro Pinheiro,Match Finished,FT,Primeira Liga,Portugal,Arouca,FC Porto,8411,5942,0,1,0,0,0,1,True
901324,2015-11-14 00:00:00+00:00,1447459200,2015,Regular Season - 16,Estádio de Farense,Portugal,Hélder Malheiro,Match Finished,FT,Primeira Liga,Portugal,Farense,Estrela,4508,4243,1,0,0,0,1,0,True
901320,2015-11-15 00:00:00+00:00,1447545600,2015,Regular Season - 16,Estádio de Guimaraes,Portugal,Gustavo Correia,Match Finished,FT,Primeira Liga,Portugal,Guimaraes,Arouca,4698,8411,0,0,0,0,0,0,True
901326,2015-11-15 00:00:00+00:00,1447545600,2015,Regular Season - 16,Estádio de Maritimo,Portugal,Luis Godinho,Match Finished,FT,Primeira Liga,Portugal,Maritimo,Estoril,6183,1527,0,0,0,0,0,0,True
901321,2015-11-16 00:00:00+00:00,1447632000,2015,Regular Season - 16,Estádio Nacional,Jamor,Rui Costa,Match Finished,FT,Primeira Liga,Portugal,Casa Pia,Benfica,5124,3056,0,0,0,0,0,0,True
901325,2015-11-16 00:00:00+00:00,1447632000,2015,Regular Season - 16,Estádio Municipal Eng. Manuel Branco Teixeira,Chaves,Nuno Miguel Serrano Almeida,Match Finished,FT,Primeira Liga,Portugal,Chaves,Famalicao,9926,3451,0,0,0,0,0,0,True
901322,2015-11-17 00:00:00+00:00,1447718400,2015,Regular Season - 16,Estádio de AVS,Portugal,João Pedro Pinheiro,Match Finished,FT,Primeira Liga,Portugal,AVS,GIL Vicente,5289,3339,1,0,0,0,1,0,True
901323,2015-11-18 00:00:00+00:00,1447804800,2015,Regular Season - 16,Estádio do Dragão,Porto,Luis Godinho,Match Finished,FT,Primeira Liga,Portugal,FC Porto,Nacional,5942,5408,1,0,1,0,1,0,True
901327,2015-11-19 00:00:00+00:00,1447891200,2015,Regular Season - 16,Estádio do Bessa Século XXI,Porto,Gustavo Correia,Match Finished,FT,Primeira Liga,Portugal,Boavista,Moreirense,7048,5225,1,2,1,2,1,2,True
901331,2015-11-21 00:00:00+00:00,1448064000,2015,Regular Season - 17,Estádio Municipal Eng. Manuel Branco Teixeira,Chaves,Rui Costa,Match Finished,FT,Primeira Liga,Portugal,Chaves,Arouca,9926,8411,0,1,0,0,0,1,True
901334,2015-11-22 00:00:00+00:00,1448150400,2015,Regular Season - 17,Estádio do Sport Lisboa e Benfica,Lisboa,Cláudio Pereira,Match Finished,FT,Primeira Liga,Portugal,Benfica,Nacional,3056,5408,1,0,0,0,1,0,True
901335,2015-11-23 00:00:00+00:00,1448236800,2015,Regular Season - 17,Estádio de AVS,Portugal,Fábio Veríssimo,Match Finished,FT,Primeira Liga,Portugal,AVS,Maritimo,5289,6183,1,0,0,0,1,0,True
901332,2015-11-25 00:00:00+00:00,1448409600,2015,Regular Season - 17,Estádio do Bessa Século XXI,Porto,Manuel Mota,Match Finished,FT,Primeira Liga,Portugal,Boavista,GIL Vicente,7048,3339,1,0,0,0,1,0,True
901333,2015-11-25 00:00:00+00:00,1448409600,2015,Regular Season - 17,Estádio de Famalicao,Portugal,Gustavo Correia,Match Finished,FT,Primeira Liga,Portugal,Famalicao,Estoril,3451,1527,0,1,0,0,0,1,True
901328,2015-11-25 00:00:00+00:00,1448409600,2015,Regular Season - 17,Estádio de Moreirense,Portugal,Manuel Mota,Match Finished,FT,Primeira Liga,Portugal,Moreirense,Casa Pia,5225,5124,1,0,1,0,1,0,True
901329,2015-11-27 00:00:00+00:00,1448582400,2015,Regular Season - 17,Estádio de Guimaraes,Portugal,Tiago Martins,Match Finished,FT,Primeira Liga,Portugal,Guimaraes,Farense,4698,4508,1,0,0,0,1,0,True
901330,2015-11-27 00:00:00+00:00,1448582400,2015,Regular Season - 17,Estádio do Dragão,Porto,André Narciso,Match Finished,FT,Primeira Liga,Portugal,FC Porto,Estrela,5942,4243,1,0,1,0,1,0,True
901338,2015-11-28 00:00:00+00:00,1448668800,2015,Regular Season - 18,Estádio António Coimbra da Mota,Estoril,Nuno Miguel Serrano Almeida,Match Finished,FT,Primeira Liga,Portugal,Estoril,Farense,1527,4508,0,0,0,0,0,0,True
901339,2015-11-28 00:00:00+00:00,1448668800,2015,Regular Season - 18,Estádio de Guimaraes,Portugal,André Narciso,Match Finished,FT,Primeira Liga,Portugal,Guimaraes,Chaves,4698,9926,0,0,0,0,0,0,True
901340,2015-11-29 00:00:00+00:00,1448755200,2015,Regular Season - 18,Estádio do Dragão,Porto,Gustavo Correia,Match Finished,FT,Primeira Liga,Portugal,FC Porto,Famalicao,5942,3451,0,0,0,0,0,0,True
901343,2015-11-30 00:00:00+00:00,1448841600,2015,Regular Season - 18,Estádio de Estrela,Portugal,Luis Godinho,Match Finished,FT,Primeira Liga,Portugal,Estrela,AVS,4243,5289,0,0,0,0,0,0,True
901341,2015-12-01 00:00:00+00:00,1448928000,2015,Regular Season - 18,Estádio de Nacional,Portugal,Manuel Mota,Match Finished,FT,Primeira Liga,Portugal,Nacional,Arouca,5408,8411,1,1,0,1,1,1,True
901337,2015-12-01 00:00:00+00:00,1448928000,2015,Regular Season - 18,Estádio Nacional,Jamor,Nuno Miguel Serrano Almeida,Match Finished,FT,Primeira Liga,Portugal,Casa Pia,Benfica,5124,3056,0,0,0,0,0,0,True
901342,2015-12-03 00:00:00+00:00,1449100800,2015,Regular Season - 18,Estádio de Maritimo,Portugal,João Pedro Pinheiro,Match Finished,FT,Primeira Liga,Portugal,Maritimo,Boavista,6183,7048,0,1,0,0,0,1,True
901336,2015-12-03 00:00:00+00:00,1449100800,2015,Regular Season - 18,Estádio de Moreirense,Portugal,Nuno Miguel Serrano Almeida,Match Finished,FT,Primeira Liga,Portugal,Moreirense,GIL Vicente,5225,3339,1,1,0,1,1,1,True
901350,2015-12-06 00:00:00+00:00,1449360000,2015,Regular Season - 19,Estádio de Guimaraes,Portugal,Manuel Mota,Match Finished,FT,Primeira Liga,Portugal,Guimaraes,Maritimo,4698,6183,0,0,0,0,0,0,True
901349,2015-12-06 00:00:00+00:00,1449360000,2015,Regular Season - 19,Estádio Cidade de Barcelos,Barcelos,Rui Costa,Match Finished,FT,Primeira Liga,Portugal,GIL Vicente,Arouca,3339,8411,0,0,0,0,0,0,True
901346,2015-12-06 00:00:00+00:00,1449360000,2015,Regular Season - 19,Estádio de Famalicao,Portugal,Luis Godinho,Match Finished,FT,Primeira Liga,Portugal,Famalicao,Benfica,3451,3056,0,2,0,2,0,2,True
901345,2015-12-07 00:00:00+00:00,1449446400,2015,Regular Season - 19,Estádio António Coimbra da Mota,Estoril,Carlos Macedo,Match Finished,FT,Primeira Liga,Portugal,Estoril,Nacional,1527,5408,1,0,0,0,1,0,True
901347,2015-12-09 00:00:00+00:00,1449619200,2015,Regular Season - 19,Estádio de Farense,Portugal,Fábio Veríssimo,Match Finished,FT,Primeira Liga,Portugal,Farense,Chaves,4508,9926,0,0,0,0,0,0,True
901348,2015-12-09 00:00:00+00:00,1449619200,2015,Regular Season - 19,Estádio do Bessa Século XXI,Porto,André Narciso,Match Finished,FT,Primeira Liga,Portugal,Boavista,Moreirense,7048,5225,0,0,0,0,0,0,True
901351,2015-12-09 00:00:00+00:00,1449619200,2015,Regular Season - 19,Estádio de AVS,Portugal,Fábio Veríssimo,Match Finished,FT,Primeira Liga,Portugal,AVS,FC Porto,5289,5942,0,0,0,0,0,0,True
901344,2015-12-11 00:00:00+00:00,1449792000,2015,Regular Season - 19,Estádio de Estrela,Portugal,Nuno Miguel Serrano Almeida,Match Finished,FT,Primeira Liga,Portugal,Estrela,Casa Pia,4243,5124,0,1,0,1,0,1,True
901354,2015-12-12 00:00:00+00:00,1449878400,2015,Regular Season - 20,Estádio de Famalicao,Portugal,Carlos Macedo,Match Finished,FT,Primeira Liga,Portugal,Famalicao,Guimaraes,3451,4698,0,1,0,0,0,1,True
901356,2015-12-12 00:00:00+00:00,1449878400,2015,Regular Season - 20,Estádio do Dragão,Porto,Luis Godinho,Match Finished,FT,Primeira Liga,Portugal,FC Porto,Benfica,5942,3056,0,0,0,0,0,0,True
901357,2015-12-12 00:00:00+00:00,1449878400,2015,Regular Season - 20,Estádio Municipal Eng. Manuel Branco Teixeira,Chaves,Fábio Veríssimo,Match Finished,FT,Primeira Liga,Portugal,Chaves,GIL Vicente,9926,3339,0,1,0,0,0,1,True
901359,2015-12-15 00:00:00+00:00,1450137600,2015,Regular Season - 20,Estádio de Maritimo,Portugal,Luis Godinho,Match Finished,FT,Primeira Liga,Portugal,Maritimo,Estrela,6183,4243,0,1,0,1,0,1,True
901353,2015-12-16 00:00:00+00:00,1450224000,2015,Regular Season - 20,Estádio António Coimbra da Mota,Estoril,Fábio Veríssimo,Match Finished,FT,Primeira Liga,Portugal,Estoril,AVS,1527,5289,1,0,1,0,1,0,True
901355,2015-12-16 00:00:00+00:00,1450224000,2015,Regular Season - 20,Estádio de Nacional,Portugal,Rui Costa,Match Finished,FT,Primeira Liga,Portugal,Nacional,Casa Pia,5408,5124,0,0,0,0,0,0,True
901352,2015-12-17 00:00:00+00:00,1450310400,2015,Regular Season - 20,Estádio do Bessa Século XXI,Porto,Cláudio Pereira,Match Finished,FT,Primeira Liga,Portugal,Boavista,Arouca,7048,8411,1,1,0,0,1,1,True
901358,2015-12-17 00:00:00+00:00,1450310400,2015,Regular Season - 20,Estádio de Farense,Portugal,Nuno Miguel Serrano Almeida,Match Finished,FT,Primeira Liga,Portugal,Farense,Moreirense,4508,5225,0,1,0,0,0,1,True
901366,2015-12-21 00:00:00+00:00,1450656000,2015,Regular Season - 21,Estádio Municipal Eng. Manuel Branco Teixeira,Chaves,Nuno Miguel Serrano Almeida,Match Finished,FT,Primeira Liga,Portugal,Chaves,Guimaraes,9926,4698,1,0,1,0,1,0,True
901363,2015-12-21 00:00:00+00:00,1450656000,2015,Regular Season - 21,Estádio do Sport Lisboa e Benfica,Lisboa,André Narciso,Match Finished,FT,Primeira Liga,Portugal,Benfica,Estoril,3056,1527,2,1,2,0,2,1,True
901361,2015-12-21 00:00:00+00:00,1450656000,2015,Regular Season - 21,Estádio Nacional,Jamor,Gustavo Correia,Match Finished,FT,Primeira Liga,Portugal,Casa Pia,GIL Vicente,5124,3339,0,0,0,0,0,0,True
901360,2015-12-21 00:00:00+00:00,1450656000,2015,Regular Season - 21,Estádio de Farense,Portugal,Manuel Mota,Match Finished,FT,Primeira Liga,Portugal,Farense,FC Porto,4508,5942,0,3,0,3,0,3,True
901367,2015-12-22 00:00:00+00:00,1450742400,2015,Regular Season - 21,Estádio de Maritimo,Portugal,André Narciso,Match Finished,FT,Primeira Liga,Portugal,Maritimo,Boavista,6183,7048,0,0,0,0,0,0,True
901364,2015-12-23 00:00:00+00:00,1450828800,2015,Regular Season - 21,Estádio Municipal de Arouca,Arouca,Carlos Macedo,Match Finished,FT,Primeira Liga,Portugal,Arouca,Famalicao,8411,3451,0,0,0,0,0,0,True
901365,2015-12-25 00:00:00+00:00,1451001600,2015,Regular Season - 21,Estádio de Nacional,Portugal,Manuel Mota,Match Finished,FT,Primeira Liga,Portugal,Nacional,Moreirense,5408,5225,1,0,0,0,1,0,True
901362,2015-12-25 00:00:00+00:00,1451001600,2015,Regular Season - 21,Estádio de AVS,Portugal,Cláudio Pereira,Match Finished,FT,Primeira Liga,Portugal,AVS,Estrela,5289,4243,0,0,0,0,0,0,True
901370,2015-12-27 00:00:00+00:00,1451174400,2015,Regular Season - 22,Estádio de Famalicao,Portugal,Carlos Macedo,Match Finished,FT,Primeira Liga,Portugal,Famalicao,AVS,3451,5289,0,0,0,0,0,0,True
901371,2015-12-27 00:00:00+00:00,1451174400,2015,Regular Season - 22,Estádio Nacional,Jamor,Cláudio Pereira,Match Finished,FT,Primeira Liga,Portugal,Casa Pia,GIL Vicente,5124,3339,2,1,2,1,2,1,True
901375,2015-12-27 00:00:00+00:00,1451174400,2015,Regular Season - 22,Estádio de Estrela,Portugal,Gustavo Correia,Match Finished,FT,Primeira Liga,Portugal,Estrela,Maritimo,4243,6183,0,0,0,0,0,0,True
901369,2015-12-29 00:00:00+00:00,1451347200,2015,Regular Season - 22,Estádio Municipal de Arouca,Arouca,Rui Costa,Match Finished,FT,Primeira Liga,Portugal,Arouca,Estoril,8411,1527,1,1,1,0,1,1,True
901368,2015-12-30 00:00:00+00:00,1451433600,2015,Regular Season - 22,Estádio de Nacional,Portugal,Gustavo Correia,Match Finished,FT,Primeira Liga,Portugal,Nacional,Guimaraes,5408,4698,1,0,1,0,1,0,True
901372,2015-12-31 00:00:00+00:00,1451520000,2015,Regular Season - 22,Estádio de Farense,Portugal,Tiago Martins,Match Finished,FT,Primeira Liga,Portugal,Farense,Chaves,4508,9926,0,0,0,0,0,0,True
901373,2015-12-31 00:00:00+00:00,1451520000,2015,Regular Season - 22,Estádio de Moreirense,Portugal,Fábio Veríssimo,Match Finished,FT,Primeira Liga,Portugal,Moreirense,Boavista,5225,7048,0,0,0,0,0,0,True
901374,2016-01-01 00:00:00+00:00,1451606400,2015,Regular Season - 22,Estádio do Dragão,Porto,João Pedro Pinheiro,Match Finished,FT,Primeira Liga,Portugal,FC Porto,Benfica,5942,3056,2,2,1,1,2,2,True
901380,2016-01-02 00:00:00+00:00,1451692800,2015,Regular Season - 23,Estádio Municipal Eng. Manuel Branco Teixeira,Chaves,Rui Costa,Match Finished,FT,Primeira Liga,Portugal,Chaves,GIL Vicente,9926,3339,0,0,0,0,0,0,True
901377,2016-01-03 00:00:00+00:00,1451779200,2015,Regular Season - 23,Estádio de Maritimo,Portugal,Hélder Malheiro,Match Finished,FT,Primeira Liga,Portugal,Maritimo,Arouca,6183,8411,1,0,0,0,1,0,True
901376,2016-01-03 00:00:00+00:00,1451779200,2015,Regular Season - 23,Estádio de Nacional,Portugal,Hélder Malheiro,Match Finished,FT,Primeira Liga,Portugal,Nacional,Famalicao,5408,3451,0,1,0,0,0,1,True
901378,2016-01-03 00:00:00+00:00,1451779200,2015,Regular Season - 23,Estádio do Bessa Século XXI,Porto,Manuel Mota,Match Finished,FT,Primeira Liga,Portugal,Boavista,Moreirense,7048,5225,1,0,0,0,1,0,True
901379,2016-01-04 00:00:00+00:00,1451865600,2015,Regular Season - 23,Estádio do Dragão,Porto,Hélder Malheiro,Match Finished,FT,Primeira Liga,Portugal,FC Porto,Benfica,5942,3056,1,1,1,0,1,1,True
901382,2016-01-04 00:00:00+00:00,1451865600,2015,Regular Season - 23,Estádio Nacional,Jamor,André Narciso,Match Finished,FT,Primeira Liga,Portugal,Casa Pia,AVS,5124,5289,1,0,1,0,1,0,True
901381,2016-01-06 00:00:00+00:00,1452038400,2015,Regular Season - 23,Estádio António Coimbra da Mota,Estoril,Rui Costa,Match Finished,FT,Primeira Liga,Portugal,Estoril,Farense,1527,4508,0,0,0,0,0,0,True
901383,2016-01-07 00:00:00+00:00,1452124800,2015,Regular Season - 23,Estádio de Estrela,Portugal,Fábio Veríssimo,Match Finished,FT,Primeira Liga,Portugal,Estrela,Guimaraes,4243,4698,0,0,0,0,0,0,True
901385,2016-01-09 00:00:00+00:00,1452297600,2015,Regular Season - 24,Estádio de Famalicao,Portugal,Nuno Miguel Serrano Almeida,Match Finished,FT,Primeira Liga,Portugal,Famalicao,FC Porto,3451,5942,0,1,0,0,0,1,True
901384,2016-01-10 00:00:00+00:00,1452384000,2015,Regular Season - 24,Estádio Cidade de Barcelos,Barcelos,Rui Costa,Match Finished,FT,Primeira Liga,Portugal,GIL Vicente,Boavista,3339,7048,0,0,0,0,0,0,True
901387,2016-01-10 00:00:00+00:00,1452384000,2015,Regular Season - 24,Estádio do Sport Lisboa e Benfica,Lisboa,Tiago Martins,Match Finished,FT,Primeira Liga,Portugal,Benfica,Nacional,3056,5408,1,0,1,0,1,0,True
901389,2016-01-10 00:00:00+00:00,1452384000,2015,Regular Season - 24,Estádio de Maritimo,Portugal,Gustavo Correia,Match Finished,FT,Primeira Liga,Portugal,Maritimo,Arouca,6183,8411,0,0,0,0,0,0,True
901390,2016-01-10 00:00:00+00:00,1452384000,2015,Regular Season - 24,Estádio de Farense,Portugal,Fábio Veríssimo,Match Finished,FT,Primeira Liga,Portugal,Farense,Moreirense,4508,5225,1,0,0,0,1,0,True
901391,2016-01-10 00:00:00+00:00,1452384000,2015,Regular Season - 24,Estádio António Coimbra da Mota,Estoril,Fábio Veríssimo,Match Finished,FT,Primeira Liga,Portugal,Estoril,Estrela,1527,4243,1,0,0,0,1,0,True
901386,2016-01-13 00:00:00+00:00,1452643200,2015,Regular Season - 24,Estádio de AVS,Portugal,André Narciso,Match Finished,FT,Primeira Liga,Portugal,AVS,Chaves,5289,9926,0,1,0,1,0,1,True
901388,2016-01-15 00:00:00+00:00,1452816000,2015,Regular Season - 24,Estádio de Guimaraes,Portugal,André Narciso,Match Finished,FT,Primeira Liga,Portugal,Guimaraes,Casa Pia,4698,5124,1,0,1,0,1,0,True
901399,2016-01-16 00:00:00+00:00,1452902400,2015,Regular Season - 25,Estádio Nacional,Jamor,Rui Costa,Match Finished,FT,Primeira Liga,Portugal,Casa Pia,FC Porto,5124,5942,2,3,1,3,2,3,True
901393,2016-01-16 00:00:00+00:00,1452902400,2015,Regular Season - 25,Estádio Cidade de Barcelos,Barcelos,Carlos Macedo,Match Finished,FT,Primeira Liga,Portugal,GIL Vicente,Guimaraes,3339,4698,0,1,0,1,0,1,True
901394,2016-01-19 00:00:00+00:00,1453161600,2015,Regular Season - 25,Estádio António Coimbra da Mota,Estoril,Gustavo Correia,Match Finished,FT,Primeira Liga,Portugal,Estoril,Maritimo,1527,6183,0,0,0,0,0,0,True
901396,2016-01-20 00:00:00+00:00,1453248000,2015,Regular Season - 25,Estádio de Famalicao,Portugal,Gustavo Correia,Match Finished,FT,Primeira Liga,Portugal,Famalicao,Chaves,3451,9926,3,0,2,0,3,0,True
901397,2016-01-20 00:00:00+00:00,1453248000,2015,Regular Season - 25,Estádio Municipal de Arouca,Arouca,Nuno Miguel Serrano Almeida,Match Finished,FT,Primeira Liga,Portugal,Arouca,Boavista,8411,7048,1,0,0,0,1,0,True
901398,2016-01-21 00:00:00+00:00,1453334400,2015,Regular Season - 25,Estádio de AVS,Portugal,João Pedro Pinheiro,Match Finished,FT,Primeira Liga,Portugal,AVS,Farense,5289,4508,0,0,0,0,0,0,True
901392,2016-01-22 00:00:00+00:00,1453420800,2015,Regular Season - 25,Estádio de Nacional,Portugal,Carlos Macedo,Match Finished,FT,Primeira Liga,Portugal,Nacional,Benfica,5408,3056,1,1,1,1,1,1,True
901395,2016-01-22 00:00:00+00:00,1453420800,2015,Regular Season - 25,Estádio de Moreirense,Portugal,Carlos Macedo,Match Finished,FT,Primeira Liga,Portugal,Moreirense,Estrela,5225,4243,2,2,1,1,2,2,True
901400,2016-01-23 00:00:00+00:00,1453507200,2015,Regular Season - 26,Estádio do Dragão,Porto,André Narciso,Match Finished,FT,Primeira Liga,Portugal,FC Porto,Boavista,5942,7048,0,0,0,0,0,0,True
901406,2016-01-23 00:00:00+00:00,1453507200,2015,Regular Season - 26,Estádio de AVS,Portugal,Hélder Malheiro,Match Finished,FT,Primeira Liga,Portugal,AVS,Benfica,5289,3056,0,1,0,0,0,1,True
901401,2016-01-26 00:00:00+00:00,1453766400,2015,Regular Season - 26,Estádio de Famalicao,Portugal,Fábio Veríssimo,Match Finished,FT,Primeira Liga,Portugal,Famalicao,Casa Pia,3451,5124,0,1,0,0,0,1,True
901404,2016-01-26 00:00:00+00:00,1453766400,2015,Regular Season - 26,Estádio de Nacional,Portugal,Manuel Mota,Match Finished,FT,Primeira Liga,Portugal,Nacional,Maritimo,5408,6183,0,0,0,0,0,0,True
901402,2016-01-27 00:00:00+00:00,1453852800,2015,Regular Season - 26,Estádio Municipal de Arouca,Arouca,Gustavo Correia,Match Finished,FT,Primeira Liga,Portugal,Arouca,Farense,8411,4508,1,0,1,0,1,0,True
